_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
deg,deg, , , ,mag,deg,deg,mas,mas/yr,mas/yr,mas,mag, ,deg,deg
--------------,--------------,------,-----------,-----------,-----,------------,------------,-------,--------,--------,------,------,-,------------,------------
003.9109449283,5.843847181,1249,00 15 38.60,+05 50 37.8,6.98,003.91083205,5.84383899,3.45,46.2,3.37,0.95,1.151, ,003.91094493,5.84384718
003.9785267384,61.00017237,1269,00 15 54.87,+61 00 00.7,6.43,003.97863172,61.00019736,5.76,-20.94,-10.28,0.67,0.838, ,003.97852674,61.00017237
003.9787237356,-75.9116153,1268,00 15 54.94,-75 54 41.8,6.49,003.97890167,-75.91160944,4.63,-17.82,-2.41,0.54,0.983, ,003.97872374,-75.9116153
004.0369426105,-31.4463941,1288,00 16 08.79,-31 26 46.8,5.66,004.03660680,-31.44632821,7.64,117.87,-27.11,0.83,1.35, ,004.03694261,-31.4463941
004.0528229159,-79.85118159,1292,00 16 11.24,-79 51 03.7,6.59,004.04683817,-79.85104079,56.76,433.87,-57.95,0.53,0.749, ,004.05282292,-79.85118159
004.0580656291,76.95075506,1296,00 16 13.88,+76 57 02.7,6.35,004.05785281,76.95076267,5.28,19.77,-3.13,0.96,-0.044, ,004.05806563,76.95075506
004.0897051689,43.59504921,1302,00 16 21.50,+43 35 42.4,6.12,004.08958566,43.59510616,10.75,35.61,-23.43,0.98,0.068, ,004.08970517,43.59504921
004.1418364900,8.240154265,1319,00 16 34.06,+08 14 24.7,6.12,004.14190528,8.24018997,7.38,-28.01,-14.69,0.92,0.919, ,004.14183649,8.24015427
004.1642619578,1.850606943,1325,00 16 39.42,+01 51 02.1,6.98,004.16425082,1.85057729,3.31,4.58,12.2,1.11,1.6,P,004.16426196,1.85060694
004.1752675449,-32.68843529,1330,00 16 42.08,-32 41 18.1,6.67,004.17534757,-32.68837302,5.89,-27.71,-25.62,0.85,1.077, ,004.17526754,-32.68843529
004.1764301735,-20.21006086,1331,00 16 42.35,-20 12 36.2,6.5,004.17644820,-20.21005714,5.33,-6.96,-1.53,0.85,-0.108, ,004.17643017,-20.21006086
004.1792705586,36.62981249,1333,00 16 43.05,+36 37 47.5,6.99,004.17935512,36.62987437,7.18,-27.92,-25.46,0.87,0.05, ,004.17927056,36.62981249
004.1903245946,10.24477797,1339,00 16 45.68,+10 14 41.1,6.51,004.19031758,10.24475802,0.95,2.84,8.21,0.92,1.864, ,004.19032459,10.24477797
004.2015739068,-78.78015363,1342,00 16 48.19,-78 46 48.3,6.78,004.20080442,-78.78009243,9.06,61.6,-25.18,0.56,0.451, ,004.20157391,-78.78015363
004.2245615194,-52.65114872,1349,00 16 53.59,-52 39 05.7,6.84,004.22329974,-52.6515923,43.45,314.94,182.5,1.19,0.655, ,004.22456152,-52.65114872
004.2248242770,49.46191488,1352,00 16 53.97,+49 27 42.9,6.52,004.22488512,49.46192856,1.42,-16.27,-5.63,0.7,1.775,P,004.22482428,49.46191488
004.2291617812,23.25619334,1353,00 16 54.97,+23 15 22.4,6.95,004.22905149,23.25623242,7.17,41.69,-16.08,0.84,1.06, ,004.22916178,23.25619334
004.2376811745,61.53318556,1354,00 16 57.05,+61 31 59.5,5.74,004.23771177,61.53319397,5.08,-6,-3.46,0.58,0.898, ,004.23768117,61.53318556
004.2729094699,38.68163564,1366,00 17 05.54,+38 40 54.0,4.61,004.27306518,38.68167915,12.88,-50.01,-17.9,1.31,0.059, ,004.27290947,38.68163564
004.2876821563,47.9474053,1372,00 17 09.04,+47 56 50.7,5.86,004.28766746,47.94741495,3.42,4.05,-3.97,0.65,-0.079, ,004.28768216,47.9474053
004.3522828286,8.87651746,1392,00 17 24.50,+08 52 34.8,6.66,004.35209754,8.87633388,15.31,75.32,75.53,1.35,0.589,G,004.35228283,8.87651746
004.3862626551,-19.05109159,1402,00 17 32.69,-19 03 03.9,6.46,004.38621007,-19.05108585,20.47,20.45,-2.36,0.89,0.386, ,004.38626266,-19.05109159
004.4294238145,51.43309028,1415,00 17 43.07,+51 25 59.1,6.11,004.42944015,51.43309422,0.57,-4.19,-1.62,0.69,-0.151, ,004.42942381,51.43309028
004.4487411423,1.68872709,1421,00 17 47.65,+01 41 19.3,6.19,004.44852220,1.68870485,9.89,90.04,9.15,0.98,0.937, ,004.44874114,1.68872709
004.4635050626,20.22699418,1429,00 17 51.23,+20 13 37.3,6.91,004.46346784,20.22702318,1.68,14.37,-11.93,0.88,1.585, ,004.46350506,20.22699418
004.4846075061,12.77146612,1439,00 17 56.31,+12 46 17.4,6.54,004.48462707,12.77151352,7.14,-7.85,-19.5,0.82,0.97, ,004.48460751,12.77146612
004.4952955751,-13.45564033,1444,00 17 58.63,-13 27 20.3,6.51,004.49430346,-13.45563887,38.24,396.98,-0.6,0.85,0.599, ,004.49529558,-13.45564033
004.5384008406,46.21431265,1456,00 18 09.19,+46 12 51.7,6.83,004.53829434,46.21435458,5.31,30.32,-17.25,0.73,1.319, ,004.53840084,46.21431265
004.5706164601,-21.1384598,1464,00 18 16.95,-21 08 18.4,6.69,004.57061289,-21.1384553,4.29,1.37,-1.85,1.34,-0.008, ,004.57061646,-21.1384598
004.5718574021,11.20621385,1465,00 18 17.27,+11 12 22.6,6.07,004.57193855,11.20628336,7.28,-32.75,-28.6,0.89,1.036, ,004.57185740,11.20621385
004.5767864257,-36.5098839,1469,00 18 18.41,-36 30 35.6,6.67,004.57672776,-36.50989445,4.58,19.4,4.34,0.95,1.304, ,004.57678643,-36.5098839
004.5819037032,36.78522405,1473,00 18 19.71,+36 47 07.2,4.51,004.58210555,36.7853273,23.11,-66.51,-42.48,0.68,0.054, ,004.58190370,36.78522405
004.6199183846,62.20277496,1486,00 18 28.78,+62 12 10.1,6.97,004.61992860,62.20280486,3.08,-1.96,-12.3,0.71,1.52, ,004.61991838,62.20277496
004.6594062132,31.51722681,1493,00 18 38.22,+31 31 02.0,5.88,004.65924059,31.51723388,6,58.09,-2.91,0.77,-0.014, ,004.65940621,31.51722681
004.6744486160,-8.053001425,1499,00 18 41.62,-08 03 09.5,6.47,004.67342336,-8.05265094,42.67,417.66,-144.2,0.85,0.674, ,004.67444862,-8.05300142
004.6757036057,43.7911412,1501,00 18 42.15,+43 47 28.1,6.1,004.67562512,43.79114781,4.71,23.31,-2.72,0.78,-0.074, ,004.67570361,43.7911412
004.6773423065,-43.23557065,1502,00 18 42.52,-43 14 08.1,6.33,004.67717473,-43.2355705,8.56,50.23,-0.06,0.68,1.21, ,004.67734231,-43.23557065
004.8569773046,-8.823921452,1562,00 19 25.68,-08 49 25.8,3.56,004.85701265,-8.82382948,11.26,-14.37,-37.84,0.73,1.214, ,004.85697730,-8.82392145
004.9231656631,40.72946069,1575,00 19 41.58,+40 43 46.2,6.35,004.92324681,40.72950687,6.03,-25.3,-19,0.77,1.179, ,004.92316566,40.72946069
004.9619794699,-2.478883285,1587,00 19 50.88,-02 28 44.3,6.96,004.96199830,-2.47897217,8.61,-7.74,36.57,0.98,0.848, ,004.96197947,-2.47888328
004.9844819656,16.25087103,1595,00 19 56.28,+16 15 03.2,6.6,004.98451465,16.25090005,5.9,-12.91,-11.94,0.79,0.979, ,004.98448197,16.25087103
005.0017023010,38.22739687,1598,00 20 00.51,+38 13 41.0,6.97,005.00213822,38.22806865,40.25,-140.89,-276.39,0.81,0.64, ,005.00170230,38.22739687
005.0177505173,-64.87479041,1599,00 20 01.91,-64 52 39.4,4.23,005.00797581,-64.8776232,116.38,1707.56,1165.36,0.64,0.576, ,005.01775052,-64.87479041
005.0123042267,-17.70043356,1600,00 20 02.93,-17 42 01.5,6.73,005.01220748,-17.70041723,4.09,37.92,-6.72,0.93,1.249, ,005.01230423,-17.70043356
005.0210982221,6.292648232,1602,00 20 05.06,+06 17 33.4,6.81,005.02110167,6.29261994,1.65,-1.41,11.64,0.88,1.532, ,005.02109822,6.29264823
005.0215261749,48.86544902,1603,00 20 05.17,+48 51 55.7,6.53,005.02153822,48.86548463,3.69,-3.26,-14.65,0.73,0.051, ,005.02152617,48.86544902
005.0439683508,-13.06146223,1611,00 20 10.52,-13 03 41.4,6.85,005.04383611,-13.06149298,8.21,53,12.65,0.91,1.028, ,005.04396835,-13.06146223
005.1016765099,30.93561358,1630,00 20 24.39,+30 56 08.2,5.89,005.10163324,30.93561514,5.6,15.27,-0.64,0.73,-0.098, ,005.10167651,30.93561358
005.1288705958,48.96863284,1639,00 20 30.92,+48 58 07.1,6.46,005.12884068,48.96864118,3.43,8.08,-3.43,0.74,0.564, ,005.12887060,48.96863284
005.1423379440,56.556923,1644,00 20 34.11,+56 33 25.1,6.73,005.14214023,56.5569624,5.12,44.83,-16.21,0.75,0.817, ,005.14233794,56.556923
005.1494232998,8.190271339,1645,00 20 35.86,+08 11 24.9,5.38,005.14943435,8.19024803,8.26,-4.5,9.59,0.81,1.343, ,005.14942330,8.19027134
005.1626505860,-69.6249131,1647,00 20 39.04,-69 37 29.7,5.5,005.16267858,-69.62491154,10.65,-4.01,-0.64,0.51,-0.046, ,005.16265059,-69.6249131
005.1815036420,61.87959532,1652,00 20 43.56,+61 52 46.5,6.8,005.18151870,61.87959637,0.49,-2.92,-0.43,0.71,2.02,P,005.18150364,61.87959532
005.1896591855,32.91118651,1657,00 20 45.54,+32 54 40.4,5.79,005.18974442,32.91122853,5.05,-29.44,-17.29,0.87,1.595, ,005.18965919,32.91118651
005.2024146588,-23.63022298,1660,00 20 48.58,-23 37 48.8,6.78,005.20240471,-23.63022915,6.42,3.75,2.54,0.9,0.311, ,005.20241466,-23.63022298
005.2255210646,32.97800554,1669,00 20 54.12,+32 58 41.4,6.9,005.22549183,32.97816304,14,10.09,-64.8,1.32,0.478, ,005.22552106,32.97800554
005.2274638073,10.9769012,1670,00 20 54.61,+10 58 37.1,6.57,005.22755274,10.97696797,5.22,-35.92,-27.47,1.22,0.056, ,005.22746381,10.9769012
005.2678297114,-2.909599009,1684,00 21 04.23,-02 54 34.6,6.92,005.26761523,-2.90961019,12.42,88.13,4.6,0.93,1.036, ,005.26782971,-2.90959901
005.2802876564,37.96860317,1686,00 21 07.23,+37 58 07.3,5.16,005.28010785,37.96869954,20.42,58.32,-39.65,0.73,0.442, ,005.28028766,37.96860317
005.3699204843,-77.42687264,1706,00 21 28.74,-77 25 36.7,5.96,005.36976160,-77.42685699,4.68,14.23,-6.44,0.53,1.397, ,005.36992048,-77.42687264
005.3799924910,-28.98146883,1708,00 21 31.18,-28 58 52.7,5.18,005.37990144,-28.98129509,10.5,32.77,-71.48,0.87,1.006, ,005.37999249,-28.98146883
005.3962470031,38.18711983,1715,00 21 35.07,+38 11 13.8,6.86,005.39614307,38.18715974,7.15,33.61,-16.42,0.75,1.094, ,005.39624700,38.18711983
005.4266911014,67.82301538,1725,00 21 42.44,+67 49 22.9,6.55,005.42684242,67.82302547,5.97,-23.5,-4.15,0.63,0.981, ,005.42669110,67.82301538
005.4428071650,-20.05802357,1728,00 21 46.23,-20 03 28.8,5.61,005.44264511,-20.05799253,4.21,62.63,-12.77,0.84,1.58,P,005.44280717,-20.05802357
005.5886763967,-50.99248673,1766,00 22 21.22,-50 59 33.4,6.68,005.58840740,-50.99260286,11.29,69.66,47.78,0.78,1.102, ,005.58867640,-50.99248673
005.6061815141,13.48248843,1772,00 22 25.45,+13 28 56.8,6.25,005.60602210,13.48243411,5.98,63.78,22.35,0.95,1.225, ,005.60618151,13.48248843
005.7001612318,-39.26241414,1795,00 22 47.96,-39 15 44.5,6.75,005.69984257,-39.26235447,13.13,101.51,-24.55,0.73,0.371, ,005.70016123,-39.26241414
005.7078270533,29.45427965,1799,00 22 49.82,+29 27 15.5,6.95,005.70759794,29.45430352,7.45,82.08,-9.82,0.89,0.212,P,005.70782705,29.45427965
005.7157844624,-12.20943813,1803,00 22 51.55,-12 12 34.5,6.39,005.71480399,-12.20958506,49.05,394.27,60.45,0.91,0.659, ,005.71578446,-12.20943813
005.7390278436,38.75428701,1809,00 22 57.36,+38 45 15.4,6.69,005.73901787,38.75427442,3.88,3.2,5.18,0.82,1.556, ,005.73902784,38.75428701
005.7683249430,-15.94255628,1821,00 23 04.35,-15 56 33.4,6.43,005.76813086,-15.94261714,3.23,76.78,25.04,0.86,1.595, ,005.76832494,-15.94255628
005.8025333561,-31.03577534,1830,00 23 12.59,-31 02 08.8,6.55,005.80247078,-31.03578185,5.13,22.06,2.68,0.83,-0.06, ,005.80253336,-31.03577534
005.8422747455,-29.84725067,1849,00 23 22.13,-29 50 49.8,6.81,005.84219107,-29.8471576,4.23,29.86,-38.29,0.91,1.56, ,005.84227475,-29.84725067
005.9715872059,60.96141311,1892,00 23 53.32,+60 57 41.9,6.57,005.97214938,60.96163429,18.64,-112.27,-91,0.69,0.38, ,005.97158721,60.96141311
006.0219379608,44.26473455,1905,00 24 05.27,+44 15 53.1,6.66,006.02196922,44.26474444,6.86,-9.21,-4.07,0.77,0.413, ,006.02193796,44.26473455
006.0652385400,52.01991398,1921,00 24 15.64,+52 01 11.7,5.58,006.06518443,52.01992467,2.38,13.7,-4.4,0.69,-0.11, ,006.06523854,52.01991398
006.1235380686,-2.219064504,1939,00 24 29.67,-02 13 08.3,6.08,006.12362201,-2.2189614,6.03,-34.51,-42.42,0.79,1.216, ,006.12353807,-2.2190645
006.1589793923,14.31551416,1948,00 24 38.15,+14 18 55.9,6.48,006.15894159,14.31552048,6.09,15.07,-2.6,0.84,1.161, ,006.15897939,14.31551416
006.1653261086,31.37305509,1952,00 24 39.67,+31 22 23.1,6.76,006.16530026,31.37308234,5.96,9.08,-11.21,0.78,-0.058, ,006.16532611,31.37305509
006.1867325762,-51.04386687,1955,00 24 44.31,-51 02 35.7,6.81,006.18462337,-51.04324736,28.91,545.6,-254.89,0.73,0.596,G,006.18673258,-51.04386687
006.1979394625,61.83105752,1960,00 24 47.49,+61 49 51.8,5.38,006.19786908,61.83106347,4.27,13.67,-2.45,0.54,0.008, ,006.19793946,61.83105752
006.2068103397,-18.47187786,1962,00 24 49.64,-18 28 18.2,6.9,006.20681977,-18.47171868,2.96,-3.68,-65.49,0.99,1.426, ,006.20681034,-18.47187786
006.2767113118,53.04678574,1982,00 25 06.39,+53 02 48.4,5.72,006.27660700,53.04678501,6.17,25.8,0.3,0.71,-0.056, ,006.27671131,53.04678574
006.3421154521,-39.26036989,2001,00 25 22.08,-39 15 36.6,6.91,006.34201748,-39.26015325,8.37,31.21,-89.13,0.73,0.95, ,006.34211545,-39.26036989
006.3508682402,1.93969241,2006,00 25 24.22,+01 56 23.0,5.77,006.35090309,1.93972374,5.5,-14.33,-12.89,1.03,0.855, ,006.35086824,1.93969241
006.4378001696,-77.25424559,2021,00 25 39.20,-77 15 18.1,2.82,006.41334183,-77.25503511,133.78,2220.12,324.37,0.51,0.618, ,006.43780017,-77.25424559
006.4239553783,54.9942055,2024,00 25 41.75,+54 59 39.2,6.78,006.42395970,54.9942118,0.11,-1.02,-2.59,0.71,1.676, ,006.42395538,54.9942055
006.4246322491,7.691121764,2025,00 25 41.89,+07 41 28.4,6.77,006.42453618,7.69123126,3.33,39.17,-45.05,0.84,1.3, ,006.42463225,7.69112176
006.4400489752,-27.71018982,2032,00 25 45.59,-27 42 36.4,6.88,006.43993806,-27.71010361,6.89,40.4,-35.47,0.91,1.293, ,006.44004898,-27.71018982
006.4634905091,71.80712616,2036,00 25 51.24,+71 48 25.6,6.91,006.46350133,71.80712256,1.07,-1.39,1.48,0.56,-0.023, ,006.46349051,71.80712616
006.5153406461,20.14685143,2058,00 26 03.69,+20 08 48.6,6.67,006.51535429,20.14683498,3.45,-5.27,6.77,0.78,-0.036, ,006.51534065,20.14685143
006.5502013571,56.77922902,2074,00 26 12.10,+56 46 45.6,6.71,006.55042158,56.77934,4.45,-49.64,-45.66,0.91,0.879, ,006.55020136,56.77922902
006.5508408939,-43.67982953,2072,00 26 12.12,-43 40 47.7,3.93,006.55048418,-43.67990933,42.51,106.14,32.83,0.69,0.175, ,006.55084089,-43.67982953
006.5687310045,3.825756596,2080,00 26 16.49,+03 49 32.7,6.9,006.56869008,3.8257547,2.3,16.8,0.78,0.88,-0.128, ,006.56873100,3.8257566
006.5710457122,-42.30598151,2081,00 26 16.87,-42 18 18.4,2.4,006.57028075,-42.30512197,42.14,232.76,-353.64,0.78,1.083, ,006.57104571,-42.30598151
006.5906344221,-18.6936325,2086,00 26 21.74,-18 41 37.0,6.24,006.59057887,-18.69360316,4.3,21.65,-12.07,0.91,1.622,P,006.59063442,-18.6936325
006.5908847135,49.0489909,2087,00 26 21.81,+49 02 56.4,6.94,006.59089239,49.0490066,1.53,-2.07,-6.46,0.83,1.294, ,006.59088471,49.0489909
006.6558912796,-0.049532689,2100,00 26 37.37,-00 02 58.3,6.16,006.65572204,-0.04953631,6.71,69.63,1.49,1.23,0.893, ,006.65589128,-0.04953269
006.6644426893,56.6412072,2101,00 26 39.45,+56 38 28.3,6.58,006.66437705,56.64120708,3.84,14.85,0.05,0.75,0.021, ,006.66444269,56.6412072
006.6750111078,-69.30710993,2106,00 26 41.91,-69 18 25.4,6.98,006.67463754,-69.30705534,4.97,54.31,-22.46,0.6,1.378, ,006.67501111,-69.30710993
006.7690599305,25.0420672,2135,00 27 04.51,+25 02 31.6,6.66,006.76878613,25.04210825,12.51,102.06,-16.89,0.84,0.487, ,006.76905993,25.0420672
006.7807797873,80.0521408,2142,00 27 07.31,+80 03 07.7,6.53,006.78045098,80.05214787,6.35,23.37,-2.91,0.52,-0.083, ,006.78077979,80.0521408
006.8018746574,49.98572539,2151,00 27 12.45,+49 59 08.6,6.95,006.80185931,49.98572998,5.22,4.06,-1.89,1.35,-0.014, ,006.80187466,49.98572539
006.8112853415,-25.54717034,2159,00 27 14.69,-25 32 49.7,5.99,006.81119663,-25.54713325,4.86,32.93,-15.26,0.97,1.022, ,006.81128534,-25.54717034
006.8794564788,16.02548298,2178,00 27 31.02,+16 01 31.7,6.44,006.87922939,16.02545897,7.7,89.8,9.88,0.71,0.23, ,006.87945648,16.02548298
006.9065624008,-20.13452441,2184,00 27 37.54,-20 08 04.3,6.78,006.90640824,-20.13453647,8.63,59.55,4.96,0.84,0.261, ,006.90656240,-20.13452441
006.9820767020,-33.00716708,2210,00 27 55.71,-33 00 25.4,4.86,006.98213606,-33.0070446,5.95,-20.48,-50.39,0.72,1.634,P,006.98207670,-33.00716708
006.9936081355,19.51403887,2213,00 27 58.48,+19 30 50.7,6.4,006.99366564,19.51408099,6.12,-22.3,-17.33,0.79,0.99, ,006.99360814,19.51403887
007.0121458309,17.89312479,2219,00 28 02.84,+17 53 35.1,5.01,007.01185234,17.89307501,6.65,114.91,20.48,0.78,1.584, ,007.01214583,17.89312479
007.0529330237,16.44506552,2224,00 28 12.69,+16 26 42.4,6.05,007.05288647,16.44510093,2.93,18.37,-14.57,0.72,1.58, ,007.05293302,16.44506552
007.0568907316,44.39445199,2225,00 28 13.59,+44 23 40.2,5.18,007.05660466,44.39448925,12.32,84.1,-15.33,0.75,0.043, ,007.05689073,44.39445199
007.0588128795,-29.04027141,2227,00 28 14.15,-29 02 24.7,6.75,007.05893751,-29.04020581,7.5,-44.83,-26.99,0.92,1.127, ,007.05881288,-29.04027141
007.0835483151,10.18984766,2235,00 28 20.03,+10 11 25.2,6.05,007.08346734,10.1903414,27.51,32.79,-203.14,0.86,0.447, ,007.08354832,10.18984766
007.0879005465,-20.33505057,2237,00 28 21.17,-20 20 05.2,6.44,007.08820670,-20.33477667,31.01,-118.11,-112.69,0.87,0.594, ,007.08790055,-20.33505057
007.1105039052,-39.91500236,2240,00 28 26.42,-39 54 53.6,5.42,007.11007309,-39.91490183,7.86,135.95,-41.36,0.68,1.556, ,007.11050391,-39.91500236
007.1190457721,32.43774469,2243,00 28 28.59,+32 26 16.1,6.87,007.11912255,32.43779213,6.59,-26.66,-19.52,0.8,0.106, ,007.11904577,32.43774469
007.1383847491,-11.23724377,2246,00 28 33.15,-11 14 14.0,6.86,007.13813952,-11.23721888,15.86,98.96,-10.24,0.89,0.535, ,007.13838475,-11.23724377
007.1796968697,-50.53285929,2256,00 28 42.98,-50 31 58.2,6.26,007.17908720,-50.53284634,8.58,159.44,-5.33,0.67,1.09, ,007.17969687,-50.53285929
007.2360912659,36.89969434,2270,00 28 56.67,+36 53 58.9,6.28,007.23610470,36.89970105,7.03,-4.42,-2.76,0.86,0.916, ,007.23609127,36.89969434
007.3464206513,-40.66543122,2304,00 29 23.12,-40 39 55.5,6.82,007.34634974,-40.66541214,2.82,22.13,-7.85,0.74,1.273, ,007.34642065,-40.66543122
007.3723222111,-3.469277137,2312,00 29 29.34,-03 28 09.4,6.95,007.37223007,-3.46928805,2.93,37.84,4.49,0.99,1.307, ,007.37232221,-3.46927714
007.4127768106,-2.840424204,2323,00 29 39.01,-02 50 25.2,6.89,007.41255565,-2.84032635,5.2,90.88,-40.26,0.95,1.457, ,007.41277681,-2.8404242
007.4541750004,-32.11598168,2330,00 29 48.99,-32 06 57.3,6.59,007.45413735,-32.11592585,5.05,13.12,-22.97,0.81,1.351, ,007.45417500,-32.11598168
007.4662388728,-14.86410912,2337,00 29 51.81,-14 51 50.5,6.15,007.46586901,-14.86402653,23.62,147.08,-33.98,0.87,0.388, ,007.46623887,-14.86410912
007.5098245271,-3.957331887,2353,00 30 02.35,-03 57 26.3,5.72,007.50980355,-3.95729662,3.82,8.61,-14.51,0.92,1.545, ,007.50982453,-3.95733189
007.5306876098,29.75155669,2355,00 30 07.34,+29 45 06.1,5.2,007.53056566,29.75169567,17.62,43.56,-57.18,0.86,0.271, ,007.53068761,29.75155669
007.5361889797,4.860111263,2358,00 30 08.70,+04 51 36.3,6.52,007.53623440,4.86007602,14.87,-18.62,14.5,0.9,0.453, ,007.53618898,4.86011126
007.5830527181,59.97755442,2377,00 30 19.91,+59 58 39.2,5.94,007.58297373,59.977564,4.54,16.26,-3.94,0.76,-0.003, ,007.58305272,59.97755442
007.5943918751,-23.78768034,2381,00 30 22.67,-23 47 15.8,5.17,007.59446346,-23.78771429,18.08,-26.95,13.97,0.9,0.128, ,007.59439188,-23.78768034
007.6088239085,-48.2149104,2383,00 30 25.97,-48 12 52.9,5.67,007.60822774,-48.21469821,22.19,163.44,-87.3,0.67,0.367, ,007.60882391,-48.2149104
007.6159387029,-40.93958587,2388,00 30 27.83,-40 56 22.7,6.18,007.61594916,-40.93962515,7.77,-3.25,16.16,0.72,0.315,P,007.61593870,-40.93958587
007.6221180281,-39.51854717,2392,00 30 29.27,-39 31 06.1,6.6,007.62194565,-39.51835788,7.19,54.71,-77.88,0.74,1.141, ,007.62211803,-39.51854717
007.6964641911,16.03761175,2415,00 30 47.17,+16 02 15.4,6.83,007.69654001,16.03761493,8.46,-29.98,-1.31,0.74,0.126, ,007.69646419,16.03761175
007.7294997941,77.01940431,2422,00 30 54.20,+77 01 10.2,6.18,007.72581643,77.01948785,25.37,340.4,-34.36,0.54,0.883, ,007.72949979,77.01940431
007.7495497903,-10.08470015,2431,00 30 59.91,-10 05 04.7,6.86,007.74962079,-10.08465275,7.01,-28.76,-19.5,0.91,0.2, ,007.74954979,-10.08470015
007.7665476079,55.70261482,2440,00 31 03.88,+55 42 10.2,6.57,007.76615099,55.7028211,7.97,91.95,-84.87,0.73,1.154, ,007.76654761,55.70261482
007.8037805621,43.94653955,2455,00 31 12.90,+43 56 47.6,6.76,007.80376689,43.94655192,2.44,4.05,-5.09,0.81,-0.064, ,007.80378056,43.94653955
007.8540863152,-48.80351439,2472,00 31 24.86,-48 48 12.8,4.76,007.85356695,-48.80356171,18.97,140.74,19.47,0.64,0.018, ,007.85408632,-48.80351439
007.8551258929,66.51961732,2474,00 31 25.20,+66 31 10.7,6.18,007.85500767,66.51962673,4.55,19.38,-3.87,0.58,-0.1, ,007.85512589,66.51961732
007.8568323266,33.58164217,2475,00 31 25.61,+33 34 54.1,5.88,007.85668759,33.58168169,6.98,49.61,-16.26,0.79,1.133, ,007.85683233,33.58164217
007.8861108670,-62.95821764,2484,00 31 32.56,-62 57 29.1,4.36,007.88566992,-62.95808549,23.35,82.48,-54.37,0.52,-0.064, ,007.88611087,-62.95821764
007.8894504483,-62.96556114,2487,00 31 33.36,-62 57 55.6,4.53,007.88898014,-62.96544985,18.95,87.95,-45.79,4.35,0.147, ,007.88945045,-62.96556114
007.9003620386,16.02091816,2490,00 31 36.09,+16 01 15.7,6.89,007.90037051,16.02101606,4.12,-3.35,-40.28,0.76,1.267, ,007.90036204,16.02091816
007.9056307104,9.161201354,2491,00 31 37.36,+09 09 40.4,6.99,007.90566407,9.16121584,3.96,-13.55,-5.96,0.91,1.405, ,007.90563071,9.16120135
007.9214897049,52.8395265,2497,00 31 41.21,+52 50 22.4,5.59,007.92171234,52.83955844,8.29,-55.33,-13.14,0.68,1.163, ,007.92148970,52.8395265
007.9431621395,54.52228873,2505,00 31 46.32,+54 31 20.4,4.74,007.94299136,54.52232473,9.2,40.78,-14.81,1.06,-0.098, ,007.94316214,54.52228873
007.9786818734,19.64296504,2517,00 31 54.88,+19 38 34.6,6.87,007.97866946,19.64295811,3.59,4.81,2.85,0.83,1.638, ,007.97868187,19.64296504
008.0473948190,53.8151038,2537,00 32 11.38,+53 48 54.4,6.94,008.04742586,53.81511065,1.76,-7.54,-2.82,0.81,1.522, ,008.04739482,53.8151038
008.0585511921,34.99388587,2539,00 32 14.04,+34 59 38.2,6.74,008.05851728,34.99394306,9.62,11.43,-23.53,0.76,0.191, ,008.05855119,34.99388587
008.0990914941,6.955463214,2548,00 32 23.75,+06 57 19.6,5.69,008.09897908,6.95545461,12.36,45.91,3.54,0.8,-0.014,D,008.09909149,6.95546321
008.1116763974,43.49479392,2553,00 32 26.79,+43 29 41.3,6.69,008.11160979,43.49481723,4.96,19.88,-9.59,0.83,-0.006, ,008.11167640,43.49479392
008.1250048297,51.72825585,2557,00 32 30.01,+51 43 41.7,6.94,008.12505600,51.728262,2.61,-13.04,-2.53,0.82,1.101, ,008.12500483,51.72825585
008.1329814106,18.79488252,2560,00 32 31.92,+18 47 42.3,6.79,008.13301412,18.79507188,6.01,-12.74,-77.91,0.81,1.54, ,008.13298141,18.79488252
008.1440215894,27.58075887,2565,00 32 34.57,+27 34 50.8,6.68,008.14402839,27.58077717,3.64,-2.48,-7.53,0.86,0.084, ,008.14402159,27.58075887
008.1478579825,20.29431643,2568,00 32 35.40,+20 17 40.0,5.38,008.14750345,20.29443334,12.69,136.81,-48.1,0.72,1.069, ,008.14785798,20.29431643
008.1641102633,-25.35971437,2572,00 32 39.39,-25 21 34.5,6.72,008.16412581,-25.35958222,8.31,-5.78,-54.37,0.9,1.176, ,008.16411026,-25.35971437
008.1647805867,23.19342677,2573,00 32 39.47,+23 11 36.1,6.84,008.16444027,23.19336931,7.32,128.7,23.64,0.91,0.921, ,008.16478059,23.19342677
008.1799987174,38.84377096,2576,00 32 43.21,+38 50 37.8,6.9,008.18005439,38.84382562,4.47,-17.84,-22.49,0.93,0.364, ,008.17999872,38.84377096
008.1829378646,-63.03149984,2578,00 32 43.79,-63 01 53.0,5.07,008.18247614,-63.03137868,21.52,86.15,-49.85,0.49,0.038, ,008.18293786,-63.03149984
008.1980423674,54.11994806,2581,00 32 47.46,+54 07 12.1,6.91,008.19773113,54.12003466,3.56,75.05,-35.63,0.78,1.249, ,008.19804237,54.11994806
008.2045292881,28.28024062,2583,00 32 49.09,+28 16 48.8,6.26,008.20454088,28.28022584,6.95,-4.2,6.08,1.01,0.965, ,008.20452929,28.28024062
